id,title,type,price,state,city,areaSqFt,bedrooms,bathrooms,amenities,furnished,availableFrom,listedBy,tags,colorTheme,rating,isVerified,listingType
PROP1246,Energy even sound modern.,Bungalow,41215605,Maharashtra,Pune,3724,3,5,garden|parking|wifi,Furnished,2025-10-13,Builder,affordable|near-metro|corner-plot|lake-view,#1994da,4.3,True,sale
PROP1247,Give central market in rock.,Bungalow,15573201,Karnataka,Mangalore,1783,4,4,lift|garden|power-backup|security,Furnished,2025-08-27,Agent,gated-community|sea-view|corner-plot,#0a2c92,4.8,False,rent
PROP1248,Weight radio none in.,Bungalow,28664699,West Bengal,Kolkata,1943,6,1,lift|parking|power-backup|security|wifi|pool,Unfurnished,2025-09-11,Agent,family-friendly|corner-plot|luxury,#b5168e,1.2,True,sale
PROP1249,Yourself provide range start attention.,Studio,7386560,West Bengal,Siliguri,3467,3,5,power-backup|security|wifi|clubhouse|garden,Semi,2025-09-12,Builder,corner-plot|near-metro|gated-community|lake-view,#a64943,3.1,False,rent
PROP1250,Company anyone their down company.,Apartment,14089084,Maharashtra,Pune,1608,1,3,pool|parking|power-backup|lift|security|garden,Unfurnished,2025-10-21,Builder,corner-plot|lake-view|luxury,#e6f488,2.1,False,rent
PROP1251,Window everyone.,Penthouse,26118636,Delhi,New Delhi,1280,4,1,clubhouse|parking|garden,Semi,2025-10-31,Owner,gated-community|family-friendly|affordable,#7ba356,3.5,True,rent
PROP1252,Employee watch provide conference.,Villa,38960067,Karnataka,Bangalore,1826,1,4,lift|clubhouse|parking|pool|wifi,Unfurnished,2025-10-02,Owner,family-friendly|affordable|near-metro,#b549a5,3.8,True,rent
PROP1253,Next whole series.,Apartment,1628294,Karnataka,Mangalore,3081,3,1,parking|security|lift|garden|power-backup|pool,Furnished,2025-08-27,Agent,lake-view|affordable|family-friendly|luxury,#060ca1,1.6,False,rent
PROP1254,Suddenly nation experience.,Penthouse,10215175,West Bengal,Siliguri,4888,1,3,clubhouse|power-backup|security|lift|parking|pool,Furnished,2025-07-30,Owner,gated-community|affordable,#805613,3.9,False,rent
PROP1255,Street reduce within science reason.,Villa,27501265,West Bengal,Siliguri,1787,4,1,pool|clubhouse|lift|wifi|security|garden,Semi,2025-10-11,Builder,sea-view|affordable,#7dbd8a,3.6,False,rent
PROP1256,As himself event indicate.,Studio,20727045,Delhi,New Delhi,4530,5,3,power-backup|wifi|gym|security|parking,Semi,2025-08-26,Builder,corner-plot|near-metro|affordable|gated-community,#04f72f,2.9,False,rent
PROP1257,Believe city.,Bungalow,9854646,Delhi,New Delhi,777,4,1,security|parking|clubhouse,Semi,2025-06-17,Owner,lake-view|sea-view|near-metro|family-friendly,#151b11,1.3,True,sale
PROP1258,So wish increase your.,Villa,36503753,Gujarat,Surat,2998,6,5,garden|security|clubhouse|parking|wifi,Semi,2025-06-28,Owner,affordable|luxury|corner-plot,#352c17,1.9,True,rent
PROP1259,Nor black course.,Villa,31008556,Gujarat,Vadodara,2929,1,2,pool|security|power-backup|gym|parking,Furnished,2025-07-27,Owner,sea-view|luxury|gated-community,#567d44,3.1,True,rent
PROP1260,Middle piece husband four six.,Penthouse,16733192,Maharashtra,Mumbai,2647,4,4,gym|wifi|clubhouse|garden|pool,Furnished,2025-10-04,Owner,affordable|near-metro|luxury,#96552b,1.6,True,rent
PROP1261,Tell official modern.,Apartment,45028128,West Bengal,Siliguri,2890,6,4,garden|wifi|security|gym,Furnished,2025-10-15,Agent,near-metro|gated-community,#ab632d,4.0,False,rent
PROP1262,Least accept kid make win.,Villa,23117569,Gujarat,Vadodara,500,4,5,lift|security|parking,Semi,2025-11-14,Agent,gated-community|near-metro|luxury|sea-view,#6b45ff,4.2,True,rent
PROP1263,Industry until participant agreement nature.,Bungalow,17667088,Maharashtra,Pune,2007,3,3,security|lift|wifi|gym,Semi,2025-11-08,Agent,near-metro|luxury|sea-view,#172487,4.4,True,rent
PROP1264,Tree above artist risk address.,Bungalow,21142416,Delhi,New Delhi,2780,5,5,parking|clubhouse|pool,Unfurnished,2025-11-09,Owner,family-friendly|luxury,#c49f5c,3.5,True,sale
PROP1265,Director huge late.,Villa,13464413,Tamil Nadu,Madurai,631,6,5,power-backup|gym|lift|clubhouse,Semi,2025-11-06,Agent,family-friendly|sea-view|gated-community,#199b15,3.7,False,sale
PROP1266,Support why key house.,Bungalow,11660357,Karnataka,Bangalore,413,6,3,clubhouse|gym|lift|pool|parking,Semi,2025-11-09,Owner,corner-plot|family-friendly|gated-community|sea-view,#4dc902,4.0,False,sale
PROP1267,Look require.,Studio,13798968,Maharashtra,Pune,4844,6,2,wifi|pool|parking|security|garden|lift,Furnished,2025-11-18,Builder,sea-view|corner-plot,#96ce97,3.1,False,sale
PROP1268,Fire Congress unit a.,Apartment,43077147,West Bengal,Siliguri,3194,5,5,clubhouse|wifi|garden,Unfurnished,2025-06-25,Owner,sea-view|luxury,#503290,2.7,False,sale
PROP1269,Child whether news service recent.,Bungalow,26503331,Karnataka,Bangalore,1849,6,3,pool|garden|lift|gym,Semi,2025-06-23,Builder,gated-community|affordable|family-friendly|lake-view,#cfeea2,3.0,False,rent
PROP1270,Go eight affect.,Bungalow,17886715,Gujarat,Ahmedabad,1819,2,5,clubhouse|garden|pool|security|parking|lift,Semi,2025-07-14,Builder,lake-view|sea-view|near-metro,#792a52,1.1,False,rent
PROP1271,Even down improve.,Studio,38443989,Gujarat,Vadodara,1956,6,5,pool|security|parking,Unfurnished,2025-10-22,Builder,family-friendly|gated-community,#389f8d,2.6,True,rent
PROP1272,Finish it that talk.,Studio,46610384,Tamil Nadu,Coimbatore,2657,5,2,lift|clubhouse|pool|wifi,Unfurnished,2025-08-04,Agent,corner-plot|lake-view|family-friendly|affordable,#1da2b4,1.3,True,rent
PROP1273,Pm money lay.,Studio,1804521,Delhi,New Delhi,2992,5,5,gym|pool|lift|garden|wifi,Furnished,2025-08-30,Builder,luxury|lake-view|family-friendly,#523e51,3.1,False,rent
PROP1274,Record always religious animal.,Studio,12676138,Tamil Nadu,Coimbatore,2281,4,5,clubhouse|power-backup|gym,Furnished,2025-07-08,Agent,lake-view|family-friendly|affordable,#0f2b25,1.8,False,rent
PROP1275,Economy center.,Apartment,9897155,West Bengal,Siliguri,4879,5,3,security|parking|garden|wifi,Semi,2025-08-13,Agent,gated-community|luxury|corner-plot|family-friendly,#a29a17,3.9,True,sale
PROP1276,Threat action administration black hotel.,Villa,38920914,Tamil Nadu,Chennai,1855,5,2,security|clubhouse|gym,Unfurnished,2025-11-15,Agent,sea-view|family-friendly|luxury,#9a3283,4.9,True,rent
PROP1277,Choice practice challenge employee.,Penthouse,542248,West Bengal,Siliguri,3957,1,3,gym|parking|garden|power-backup|security|lift,Semi,2025-07-29,Agent,lake-view|family-friendly|gated-community|luxury,#72d83c,2.2,False,rent
PROP1278,Focus drive.,Villa,10585277,Gujarat,Vadodara,1422,2,5,garden|lift|gym|security|pool|parking,Unfurnished,2025-07-16,Owner,corner-plot|near-metro,#0e865a,4.4,False,sale
PROP1279,Mother interesting often character.,Penthouse,29800102,Tamil Nadu,Madurai,3928,3,1,garden|power-backup|clubhouse|wifi,Furnished,2025-09-25,Agent,gated-community|lake-view|corner-plot,#030197,4.1,False,rent
PROP1280,Member something.,Penthouse,22462906,Tamil Nadu,Chennai,3753,2,2,clubhouse|lift|garden|parking|power-backup,Furnished,2025-06-12,Owner,luxury|family-friendly|near-metro,#84e22b,3.7,True,rent
PROP1281,Four moment couple.,Penthouse,31234448,West Bengal,Kolkata,2002,5,4,pool|security|lift|garden|wifi,Unfurnished,2025-06-21,Owner,near-metro|sea-view|affordable,#5427a9,2.5,True,sale
PROP1282,Realize commercial loss scene.,Villa,9959181,Delhi,New Delhi,3117,4,1,security|wifi|lift|garden|gym|parking,Unfurnished,2025-08-15,Agent,family-friendly|luxury,#9e60ef,3.2,True,sale
PROP1283,Tonight Republican around.,Penthouse,30305800,West Bengal,Siliguri,3378,5,4,garden|clubhouse|lift|parking|wifi,Unfurnished,2025-08-08,Owner,luxury|corner-plot,#3d914d,4.3,True,sale
PROP1284,Recently trade this information.,Studio,7241328,West Bengal,Kolkata,1679,4,5,clubhouse|power-backup|wifi|security|garden|pool,Furnished,2025-11-17,Owner,gated-community|near-metro|sea-view|family-friendly,#9d1232,4.8,False,rent
PROP1285,Chance bar agree.,Apartment,6281772,Maharashtra,Pune,3420,4,1,power-backup|pool|gym|wifi|parking|security,Unfurnished,2025-08-04,Agent,family-friendly|near-metro|affordable,#c937d4,4.0,True,sale
PROP1286,Item lay real.,Apartment,10156785,Tamil Nadu,Chennai,2740,4,5,power-backup|garden|lift|wifi|gym|security,Semi,2025-09-11,Builder,luxury|gated-community,#9ff8e9,4.3,False,sale
PROP1287,Wind hotel sister.,Apartment,18087068,Delhi,New Delhi,499,3,1,lift|power-backup|pool|wifi|parking,Unfurnished,2025-08-23,Agent,affordable|near-metro|gated-community|luxury,#2df222,2.6,True,rent
PROP1288,Just see operation.,Apartment,30050286,West Bengal,Kolkata,953,5,5,pool|power-backup|gym|parking|wifi|clubhouse,Furnished,2025-10-14,Builder,family-friendly|lake-view,#fc2b0b,1.2,False,sale
PROP1289,Push sell three.,Apartment,17477330,West Bengal,Kolkata,4042,5,3,lift|power-backup|gym,Unfurnished,2025-09-22,Builder,corner-plot|luxury|affordable,#086eb6,4.1,True,rent
PROP1290,Hit kitchen choose.,Villa,9449358,West Bengal,Siliguri,3400,1,5,clubhouse|security|lift|parking,Furnished,2025-09-27,Owner,affordable|lake-view|sea-view,#fcf0e1,3.4,False,rent
PROP1291,Daughter so change.,Studio,18806448,Karnataka,Mangalore,3797,3,1,parking|garden|lift,Semi,2025-08-25,Owner,near-metro|family-friendly,#1ba074,3.7,False,sale
PROP1292,Eight choice.,Villa,37451706,Tamil Nadu,Chennai,3945,5,1,wifi|security|garden|parking|lift|pool,Unfurnished,2025-10-11,Owner,luxury|family-friendly,#42bb35,4.5,True,sale
PROP1293,Will skin pick play.,Villa,16741505,West Bengal,Siliguri,1606,4,1,lift|wifi|clubhouse|gym|garden,Furnished,2025-11-02,Builder,luxury|near-metro,#fd815e,1.8,True,sale
PROP1294,Like establish.,Bungalow,41220764,Karnataka,Mysore,920,4,2,garden|wifi|gym|lift|clubhouse|security,Unfurnished,2025-06-06,Agent,family-friendly|near-metro,#064f6c,1.4,True,sale
PROP1295,Would summer pattern.,Bungalow,42160892,Gujarat,Ahmedabad,1986,6,4,power-backup|gym|parking|clubhouse|garden,Unfurnished,2025-09-15,Builder,gated-community|corner-plot|lake-view,#f2898a,2.2,False,sale
PROP1296,Follow dinner talk fly media.,Apartment,12962005,Delhi,New Delhi,629,3,4,parking|power-backup|garden|gym,Furnished,2025-08-28,Builder,sea-view|gated-community|near-metro|affordable,#8bb442,3.3,False,rent
PROP1297,Administration somebody nation.,Apartment,23793369,Gujarat,Ahmedabad,4080,5,2,pool|wifi|clubhouse,Furnished,2025-08-22,Agent,gated-community|sea-view|near-metro,#669830,3.2,False,sale
PROP1298,Method center sell.,Apartment,28091874,West Bengal,Siliguri,2131,3,4,security|clubhouse|gym|lift|wifi,Unfurnished,2025-06-27,Agent,corner-plot|affordable|near-metro,#ab48a9,4.6,True,rent
PROP1299,Door pull close.,Penthouse,40489838,Maharashtra,Mumbai,2208,6,3,wifi|power-backup|gym,Furnished,2025-07-24,Agent,luxury|family-friendly,#86dc7c,4.9,True,rent
PROP1300,Or recently law.,Villa,44558816,Tamil Nadu,Coimbatore,2651,5,3,garden|pool|wifi|lift,Furnished,2025-08-30,Agent,affordable|gated-community,#2f1bd4,1.1,False,sale
PROP1301,Edge indicate nation international.,Studio,34074802,Gujarat,Vadodara,4246,6,4,power-backup|garden|parking|clubhouse|wifi|gym,Unfurnished,2025-10-11,Builder,near-metro|corner-plot,#a16773,1.2,True,sale
PROP1302,Civil day fear resource.,Studio,23380170,West Bengal,Siliguri,2355,6,3,parking|pool|gym|wifi|security,Unfurnished,2025-08-12,Owner,sea-view|near-metro|luxury|corner-plot,#6dc19d,1.3,False,rent
PROP1303,Especially hot.,Penthouse,2099185,Delhi,New Delhi,4439,2,2,gym|power-backup|lift,Furnished,2025-07-09,Builder,family-friendly|lake-view|near-metro|affordable,#70fac5,1.9,True,sale
PROP1304,Big born final.,Villa,10611647,West Bengal,Kolkata,1463,3,4,clubhouse|parking|wifi,Furnished,2025-11-11,Builder,family-friendly|lake-view|corner-plot,#31701a,5.0,False,rent
PROP1305,Number possible cause.,Villa,39988469,Delhi,New Delhi,2381,3,5,clubhouse|gym|parking|power-backup,Semi,2025-07-31,Agent,affordable|gated-community|sea-view,#bd5ebd,1.3,False,sale
PROP1306,Experience tough almost.,Villa,46540371,Tamil Nadu,Coimbatore,2354,1,5,parking|garden|power-backup|security,Unfurnished,2025-08-15,Agent,corner-plot|sea-view|luxury,#246f51,4.1,False,rent
PROP1307,For mouth consider statement.,Penthouse,20239483,Maharashtra,Nagpur,3566,2,2,wifi|lift|pool,Unfurnished,2025-09-12,Agent,corner-plot|affordable|lake-view|luxury,#17dc7d,4.3,False,rent
PROP1308,Among bank.,Bungalow,20079123,Tamil Nadu,Chennai,436,5,2,security|garden|gym|parking|wifi,Semi,2025-07-11,Owner,lake-view|corner-plot,#f98beb,5.0,True,rent
PROP1309,Clear social foot determine pass.,Apartment,11463681,Delhi,New Delhi,2826,1,2,power-backup|security|clubhouse|gym,Furnished,2025-08-27,Owner,gated-community|corner-plot|affordable|lake-view,#d0eef3,1.3,False,sale
PROP1310,Themselves sort then.,Penthouse,10253150,Maharashtra,Mumbai,545,3,4,garden|gym|wifi|power-backup,Unfurnished,2025-07-27,Owner,family-friendly|corner-plot|lake-view,#416a9e,3.1,True,sale
PROP1311,Force no affect up home.,Penthouse,33949802,Maharashtra,Pune,1625,2,5,parking|gym|lift|security|wifi|power-backup,Furnished,2025-06-19,Owner,near-metro|sea-view|corner-plot,#5fac4d,2.1,True,rent
PROP1312,Center music adult.,Villa,29982341,West Bengal,Kolkata,1661,6,5,garden|gym|security|power-backup|parking|lift,Unfurnished,2025-09-23,Agent,gated-community|lake-view,#ddc1d4,1.2,False,rent
PROP1313,Traditional view.,Villa,13125272,Delhi,New Delhi,2719,4,1,pool|power-backup|wifi|gym,Unfurnished,2025-06-29,Builder,luxury|sea-view|lake-view|family-friendly,#b65ff2,1.8,False,rent
PROP1314,Type rich soon.,Apartment,29540562,West Bengal,Siliguri,2066,2,3,garden|clubhouse|parking|lift,Unfurnished,2025-10-25,Owner,gated-community|luxury|affordable,#cfdbb9,3.4,False,rent
PROP1315,Issue computer wish impact suggest.,Bungalow,27624465,Maharashtra,Pune,1131,5,2,gym|power-backup|parking|garden|pool,Semi,2025-09-23,Agent,luxury|affordable|gated-community,#048228,4.6,False,rent
PROP1316,Son pull owner create.,Bungalow,49571405,Tamil Nadu,Madurai,1377,6,2,security|garden|clubhouse,Unfurnished,2025-09-10,Agent,sea-view|luxury|near-metro|affordable,#2074f0,2.2,False,sale
PROP1317,Here both small.,Penthouse,36262766,Gujarat,Surat,426,2,2,security|lift|wifi|parking|power-backup|clubhouse,Unfurnished,2025-10-15,Agent,near-metro|affordable|luxury|family-friendly,#ed8b10,4.3,True,sale
PROP1318,Seat gun now skill left.,Villa,28293203,Delhi,New Delhi,2438,2,2,garden|clubhouse|power-backup|lift|parking,Unfurnished,2025-09-23,Owner,sea-view|lake-view|family-friendly,#f8d133,4.8,True,rent
PROP1319,Teach head street myself.,Penthouse,32115402,Karnataka,Mysore,4505,1,5,security|gym|parking,Semi,2025-08-28,Agent,sea-view|lake-view|corner-plot,#4262d8,2.6,True,rent
PROP1320,Camera wonder avoid condition.,Villa,11400300,Delhi,New Delhi,2743,6,2,pool|parking|wifi|gym|power-backup|security,Unfurnished,2025-09-04,Builder,lake-view|affordable|family-friendly|sea-view,#ad5960,1.5,False,rent
PROP1321,Modern history west music close.,Penthouse,32466568,West Bengal,Siliguri,2604,4,4,security|clubhouse|lift,Semi,2025-10-11,Owner,corner-plot|family-friendly|affordable,#f02df0,1.8,False,sale
PROP1322,Help your identify.,Studio,35038405,Gujarat,Surat,2020,5,2,parking|security|pool|gym|wifi|lift,Furnished,2025-09-13,Builder,family-friendly|gated-community|sea-view|affordable,#243a73,3.3,True,sale
PROP1323,Score left real produce line.,Studio,17890342,Tamil Nadu,Chennai,4804,5,2,gym|security|pool,Semi,2025-07-16,Owner,lake-view|near-metro|affordable|corner-plot,#9542cf,2.9,True,sale
PROP1324,It when nearly.,Bungalow,25730725,Maharashtra,Nagpur,1368,2,5,garden|wifi|power-backup|lift|security,Furnished,2025-07-29,Owner,near-metro|family-friendly,#a21506,2.6,False,sale
PROP1325,Far real air truth choose.,Bungalow,8321566,Delhi,New Delhi,3967,6,5,wifi|security|gym,Furnished,2025-07-17,Owner,sea-view|lake-view|affordable|corner-plot,#88355b,3.1,True,rent
PROP1326,Fast him without.,Penthouse,20111327,Maharashtra,Pune,2948,5,3,wifi|clubhouse|gym|parking|pool|lift,Unfurnished,2025-08-01,Builder,near-metro|gated-community|sea-view|lake-view,#b6495f,3.3,False,rent
PROP1327,Specific save hospital leave.,Villa,48889242,Tamil Nadu,Madurai,3753,3,1,clubhouse|gym|lift,Unfurnished,2025-07-30,Builder,gated-community|luxury|family-friendly,#85d0ff,3.8,True,sale
PROP1328,Central soon indicate.,Penthouse,35894988,West Bengal,Siliguri,449,5,4,power-backup|wifi|security,Furnished,2025-09-09,Agent,near-metro|gated-community,#53e53e,1.9,False,rent
PROP1329,Wide education.,Bungalow,1798787,Tamil Nadu,Coimbatore,1419,5,2,gym|wifi|garden,Unfurnished,2025-09-06,Owner,affordable|sea-view,#e85e87,1.1,True,rent
PROP1330,Prepare economy player design.,Bungalow,40363661,West Bengal,Siliguri,2410,1,2,lift|pool|parking|wifi|gym,Semi,2025-07-15,Agent,affordable|lake-view,#7708bb,3.7,True,sale
PROP1331,Court song certainly.,Villa,47066321,Karnataka,Bangalore,2608,6,3,pool|security|gym|garden|wifi|lift,Semi,2025-08-01,Agent,luxury|gated-community,#335c3b,1.9,True,rent
PROP1332,Account hospital certainly another.,Apartment,4692929,Maharashtra,Pune,4326,5,1,garden|wifi|clubhouse,Semi,2025-10-12,Builder,sea-view|affordable|lake-view|gated-community,#865491,4.2,False,rent
PROP1333,Food style today.,Studio,29914378,Karnataka,Mangalore,1012,6,1,clubhouse|wifi|lift|power-backup|security|garden,Furnished,2025-10-24,Agent,luxury|sea-view|near-metro|gated-community,#3b7f26,3.2,True,sale
PROP1334,Than can red.,Villa,38716602,Gujarat,Surat,2667,2,2,power-backup|lift|gym|pool,Semi,2025-11-08,Agent,affordable|gated-community|sea-view,#38efaa,1.5,False,rent
PROP1335,Citizen make there road.,Studio,21409913,Karnataka,Mysore,1050,6,3,clubhouse|pool|garden,Semi,2025-08-02,Agent,lake-view|corner-plot,#51de6c,4.1,True,rent
PROP1336,Six structure.,Studio,40574339,Tamil Nadu,Chennai,1056,2,3,lift|garden|security,Unfurnished,2025-08-10,Owner,lake-view|gated-community|affordable|sea-view,#da7075,3.8,True,rent
PROP1337,Since happen nearly.,Villa,14427773,Delhi,New Delhi,4068,4,5,wifi|garden|power-backup,Furnished,2025-08-16,Agent,sea-view|near-metro|lake-view,#ec8ed4,2.3,True,rent
PROP1338,Such condition.,Penthouse,31117882,Delhi,New Delhi,3923,4,3,clubhouse|lift|pool,Unfurnished,2025-10-29,Owner,gated-community|lake-view|corner-plot|near-metro,#34cb39,1.8,False,rent
PROP1339,Dinner gun some even.,Apartment,12251630,West Bengal,Siliguri,4908,3,1,power-backup|pool|gym|security,Unfurnished,2025-10-30,Owner,affordable|near-metro|family-friendly|luxury,#7b4cfc,4.8,False,sale
PROP1340,Economy if matter just now.,Studio,20209261,Karnataka,Mangalore,3688,5,1,parking|security|pool|garden,Unfurnished,2025-10-02,Owner,affordable|near-metro,#4b0ee1,5.0,False,sale
PROP1341,Heart medical value plant fast.,Villa,7750501,Karnataka,Mangalore,1798,5,5,security|wifi|pool|power-backup,Furnished,2025-10-07,Agent,affordable|near-metro|gated-community,#7583d8,4.4,True,sale
PROP1342,Purpose seem.,Bungalow,5793262,Gujarat,Vadodara,3215,5,5,parking|power-backup|clubhouse|security|wifi|pool,Semi,2025-10-20,Agent,lake-view|luxury|sea-view|near-metro,#5d7f44,4.3,True,sale
PROP1343,Word walk.,Bungalow,34776648,Maharashtra,Pune,1636,6,1,gym|clubhouse|garden,Furnished,2025-10-11,Owner,sea-view|lake-view|corner-plot|family-friendly,#73776a,3.6,True,rent
PROP1344,Appear on bank meet would.,Bungalow,39338195,Tamil Nadu,Coimbatore,2722,3,1,power-backup|garden|parking,Semi,2025-10-25,Builder,corner-plot|family-friendly|luxury|gated-community,#0900e1,3.0,False,sale
PROP1345,Provide remain.,Penthouse,11519135,Karnataka,Bangalore,1807,3,4,power-backup|parking|security|clubhouse|garden,Furnished,2025-08-07,Builder,sea-view|luxury|gated-community|family-friendly,#4ada16,5.0,True,sale
PROP1346,Discuss may run.,Studio,36126904,Maharashtra,Pune,3329,4,5,garden|wifi|gym|lift|power-backup|parking,Unfurnished,2025-08-24,Agent,family-friendly|luxury|lake-view|near-metro,#b52780,1.3,False,sale
PROP1347,Section clear analysis.,Apartment,42753018,Gujarat,Vadodara,4526,4,2,gym|clubhouse|wifi|pool|lift|power-backup,Unfurnished,2025-07-26,Owner,corner-plot|lake-view|sea-view,#c40fc4,1.7,True,rent
PROP1348,Light but subject put.,Apartment,2940956,Gujarat,Surat,4250,6,1,parking|lift|wifi,Semi,2025-06-14,Agent,sea-view|lake-view|gated-community|corner-plot,#957ff5,3.0,True,sale
PROP1349,Discover education store tonight.,Studio,5829805,West Bengal,Kolkata,4099,5,5,garden|clubhouse|gym|pool|lift,Semi,2025-10-15,Agent,corner-plot|lake-view|luxury,#58ca0b,4.5,True,rent
PROP1350,Approach kitchen soon reduce responsibility.,Villa,21025379,Maharashtra,Pune,2234,1,2,wifi|security|power-backup|clubhouse|garden,Furnished,2025-11-13,Builder,family-friendly|sea-view|corner-plot|lake-view,#bc8fee,2.3,True,rent
PROP1351,Bit PM bank follow dark.,Studio,12328100,West Bengal,Kolkata,1490,6,2,clubhouse|gym|power-backup|wifi,Furnished,2025-07-09,Builder,near-metro|family-friendly|gated-community,#ce94a2,2.7,False,sale
PROP1352,Simple wear.,Penthouse,43766324,West Bengal,Kolkata,1291,4,4,parking|pool|power-backup|wifi|garden,Semi,2025-06-18,Agent,corner-plot|affordable,#04d78c,2.3,False,sale
PROP1353,Guy real ask.,Apartment,18747527,Gujarat,Surat,1241,4,4,power-backup|lift|garden|parking|gym,Unfurnished,2025-08-15,Owner,gated-community|family-friendly|affordable|luxury,#6dd280,4.4,True,rent
PROP1354,Range common top start.,Villa,28413051,Delhi,New Delhi,4111,4,5,security|gym|lift,Furnished,2025-06-07,Builder,lake-view|sea-view,#ececcb,3.0,False,sale
PROP1355,Idea pull.,Bungalow,43616265,Karnataka,Mysore,2350,2,3,gym|garden|clubhouse|pool|security|lift,Furnished,2025-06-18,Agent,lake-view|affordable|near-metro,#dee95f,4.1,True,sale
PROP1356,Reduce though if newspaper about.,Apartment,15921290,Tamil Nadu,Chennai,4847,4,5,lift|security|power-backup|garden,Unfurnished,2025-11-07,Builder,affordable|luxury|corner-plot|gated-community,#267453,2.6,False,rent
PROP1357,Could want.,Studio,12292563,West Bengal,Siliguri,4677,6,3,wifi|gym|garden,Furnished,2025-07-24,Owner,near-metro|corner-plot|lake-view|sea-view,#158837,2.6,False,rent
PROP1358,Walk key election.,Studio,30459862,Delhi,New Delhi,2525,5,1,lift|clubhouse|wifi|pool,Furnished,2025-11-06,Owner,gated-community|luxury,#9e52a3,2.5,False,rent
PROP1359,Picture cause measure.,Bungalow,2564301,Gujarat,Vadodara,674,2,1,gym|pool|lift|garden|power-backup,Unfurnished,2025-09-15,Builder,family-friendly|sea-view|luxury|near-metro,#b8b881,4.5,True,rent
PROP1360,Goal across foot seek successful.,Bungalow,48686277,Karnataka,Bangalore,4725,5,1,security|pool|parking,Unfurnished,2025-08-31,Agent,family-friendly|sea-view,#9668eb,4.3,True,sale
PROP1361,Region over next cold voice.,Villa,34158098,Maharashtra,Mumbai,412,6,1,pool|security|wifi|power-backup,Semi,2025-07-11,Owner,sea-view|family-friendly|near-metro,#d67155,1.6,True,sale
PROP1362,Color return us social.,Apartment,24824136,Gujarat,Ahmedabad,3079,5,1,garden|power-backup|lift,Unfurnished,2025-10-31,Agent,corner-plot|near-metro|sea-view|family-friendly,#3b6957,4.1,True,sale
PROP1363,Let ability last.,Bungalow,35030615,Maharashtra,Pune,4438,3,2,clubhouse|security|wifi|power-backup,Semi,2025-06-28,Owner,luxury|lake-view,#dcfeec,3.3,True,rent
PROP1364,Surface site.,Penthouse,47579607,Tamil Nadu,Coimbatore,1879,1,4,pool|gym|wifi|security|power-backup,Furnished,2025-10-01,Agent,gated-community|luxury|affordable,#f4c875,3.5,False,sale
PROP1365,Safe item future would keep.,Studio,11877369,Tamil Nadu,Chennai,2068,2,3,clubhouse|power-backup|parking|security|garden|lift,Semi,2025-07-08,Owner,corner-plot|near-metro|luxury,#359ae2,3.5,True,rent
PROP1366,Until program.,Penthouse,16357997,West Bengal,Kolkata,3817,1,4,lift|pool|wifi|parking|garden|security,Furnished,2025-10-25,Builder,luxury|corner-plot,#de881b,1.6,False,sale
PROP1367,Especially poor effect matter.,Villa,7384603,Delhi,New Delhi,4624,1,1,garden|gym|clubhouse|lift|security|parking,Unfurnished,2025-10-06,Owner,corner-plot|affordable|family-friendly|sea-view,#6106c4,2.6,False,rent
PROP1368,Pass represent.,Villa,23773363,Gujarat,Surat,3105,3,4,security|pool|clubhouse|power-backup,Unfurnished,2025-07-14,Owner,family-friendly|sea-view|corner-plot|gated-community,#f1511c,3.1,True,sale
PROP1369,Fine I information through.,Studio,9242091,Delhi,New Delhi,582,4,5,pool|gym|power-backup,Semi,2025-09-26,Owner,affordable|near-metro|corner-plot,#f3524e,4.4,True,rent
PROP1370,Find adult.,Apartment,8788533,Delhi,New Delhi,4115,4,4,power-backup|pool|lift|clubhouse,Unfurnished,2025-10-28,Owner,family-friendly|affordable|near-metro|gated-community,#bf8342,2.4,False,rent
PROP1371,Anyone dark American down.,Villa,32935895,Tamil Nadu,Chennai,1631,1,3,gym|power-backup|security|garden|wifi,Furnished,2025-08-22,Agent,lake-view|gated-community|sea-view,#32b44c,3.0,True,rent
PROP1372,View show where would just.,Studio,47356346,Maharashtra,Mumbai,4404,3,1,lift|wifi|garden,Unfurnished,2025-10-03,Agent,corner-plot|lake-view,#554fb0,3.5,True,sale
PROP1373,Reflect fund.,Studio,27612205,Gujarat,Surat,3247,4,4,clubhouse|gym|lift,Furnished,2025-11-11,Agent,family-friendly|near-metro|sea-view,#311289,2.3,True,rent
PROP1374,East situation house the.,Villa,28041817,Maharashtra,Nagpur,522,2,1,gym|clubhouse|parking|security|wifi|garden,Furnished,2025-07-24,Agent,family-friendly|lake-view|corner-plot|sea-view,#04f37d,4.5,True,rent
PROP1375,Picture choose occur maybe.,Villa,6402399,West Bengal,Kolkata,3111,1,1,gym|power-backup|garden|clubhouse,Unfurnished,2025-09-26,Agent,near-metro|family-friendly|gated-community|affordable,#e76a79,4.0,True,rent
PROP1376,Control put high.,Penthouse,41489412,Karnataka,Mysore,3339,2,5,security|garden|clubhouse,Unfurnished,2025-09-06,Builder,corner-plot|gated-community|affordable,#dffdce,3.0,False,rent
PROP1377,Message finally since other.,Apartment,48950068,Gujarat,Vadodara,499,2,2,clubhouse|power-backup|wifi|security|garden|parking,Furnished,2025-09-26,Owner,gated-community|luxury,#be6174,3.8,True,rent
